"","Section","Latitude","Longitude","Date","Depth_cm","Velocity_0.6_ms","coord_code","Species","Abundance","Year","Source"
"58","4","34.03319","-117.35605","9/20/16",23,0.68,"34.03319_-117.35605","ArroyoChub",0,2016,"Wulff_etal"
"59","4","34.03319","-117.35605","9/20/16",11,0.41,"34.03319_-117.35605","SantaAnaSucker",0,2016,"Wulff_etal"
"60","4","34.03319","-117.35605","9/20/16",11,0.41,"34.03319_-117.35605","ArroyoChub",0,2016,"Wulff_etal"
"61","4","34.03329","-117.35601","9/20/16",14,-0.09,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"62","4","34.03329","-117.35601","9/20/16",14,-0.09,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"63","4","34.03329","-117.35601","9/20/16",22,0.75,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"64","4","34.03329","-117.35601","9/20/16",22,0.75,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"65","4","34.03329","-117.35601","9/20/16",25,0.81,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"66","4","34.03329","-117.35601","9/20/16",25,0.81,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"67","4","34.03329","-117.35601","9/20/16",26,1.09,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"68","4","34.03329","-117.35601","9/20/16",26,1.09,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"69","4","34.03329","-117.35601","9/20/16",27,1.11,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"70","4","34.03329","-117.35601","9/20/16",27,1.11,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"71","4","34.03329","-117.35601","9/20/16",25,1,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"72","4","34.03329","-117.35601","9/20/16",25,1,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"73","4","34.03329","-117.35601","9/20/16",20,0.85,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"74","4","34.03329","-117.35601","9/20/16",20,0.85,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"75","4","34.03329","-117.35601","9/20/16",9,0.12,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"76","4","34.03329","-117.35601","9/20/16",9,0.12,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"77","4","34.03329","-117.35601","9/20/16",2,0,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"78","4","34.03329","-117.35601","9/20/16",2,0,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"79","4","34.03329","-117.35601","9/20/16",15,0.13,"34.03329_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"80","4","34.03329","-117.35601","9/20/16",15,0.13,"34.03329_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"81","4","34.03341","-117.35603","9/20/16",11,0.54,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"82","4","34.03341","-117.35603","9/20/16",11,0.54,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"83","4","34.03341","-117.35603","9/20/16",25,0.77,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"84","4","34.03341","-117.35603","9/20/16",25,0.77,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"85","4","34.03341","-117.35603","9/20/16",26,0.96,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"86","4","34.03341","-117.35603","9/20/16",26,0.96,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"87","4","34.03341","-117.35603","9/20/16",32,0.98,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"88","4","34.03341","-117.35603","9/20/16",32,0.98,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"89","4","34.03341","-117.35603","9/20/16",31,0.91,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"90","4","34.03341","-117.35603","9/20/16",31,0.91,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"91","4","34.03341","-117.35603","9/20/16",27,0.73,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"92","4","34.03341","-117.35603","9/20/16",27,0.73,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"93","4","34.03341","-117.35603","9/20/16",14,0.49,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"94","4","34.03341","-117.35603","9/20/16",14,0.49,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"95","4","34.03341","-117.35603","9/20/16",2,0,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"96","4","34.03341","-117.35603","9/20/16",2,0,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"97","4","34.03341","-117.35603","9/20/16",6,0.02,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"98","4","34.03341","-117.35603","9/20/16",6,0.02,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"99","4","34.03341","-117.35603","9/20/16",12,0.21,"34.03341_-117.35603","SantaAnaSucker",0,2016,"Wulff_etal"
"100","4","34.03341","-117.35603","9/20/16",12,0.21,"34.03341_-117.35603","ArroyoChub",0,2016,"Wulff_etal"
"101","4","34.0335","-117.35602","9/20/16",27,0.26,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"102","4","34.0335","-117.35602","9/20/16",27,0.26,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"103","4","34.0335","-117.35602","9/20/16",23,0.79,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"104","4","34.0335","-117.35602","9/20/16",23,0.79,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"105","4","34.0335","-117.35602","9/20/16",46,1.16,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"106","4","34.0335","-117.35602","9/20/16",46,1.16,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"107","4","34.0335","-117.35602","9/20/16",44,0.92,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"108","4","34.0335","-117.35602","9/20/16",44,0.92,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"109","4","34.0335","-117.35602","9/20/16",43,0.66,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"110","4","34.0335","-117.35602","9/20/16",43,0.66,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"111","4","34.0335","-117.35602","9/20/16",31,0.51,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"112","4","34.0335","-117.35602","9/20/16",31,0.51,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"113","4","34.0335","-117.35602","9/20/16",19,0.38,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"114","4","34.0335","-117.35602","9/20/16",19,0.38,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"115","4","34.0335","-117.35602","9/20/16",9,0.17,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"116","4","34.0335","-117.35602","9/20/16",9,0.17,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"117","4","34.0335","-117.35602","9/20/16",2,0,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"118","4","34.0335","-117.35602","9/20/16",2,0,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"119","4","34.0335","-117.35602","9/20/16",23,0.03,"34.0335_-117.35602","SantaAnaSucker",0,2016,"Wulff_etal"
"120","4","34.0335","-117.35602","9/20/16",23,0.03,"34.0335_-117.35602","ArroyoChub",0,2016,"Wulff_etal"
"121","4","34.03359","-117.35598","9/20/16",38,1.39,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"122","4","34.03359","-117.35598","9/20/16",38,1.39,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"123","4","34.03359","-117.35598","9/20/16",36,1.35,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"124","4","34.03359","-117.35598","9/20/16",36,1.35,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"125","4","34.03359","-117.35598","9/20/16",35,0.97,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"126","4","34.03359","-117.35598","9/20/16",35,0.97,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"127","4","34.03359","-117.35598","9/20/16",34,0.69,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"128","4","34.03359","-117.35598","9/20/16",34,0.69,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"129","4","34.03359","-117.35598","9/20/16",29,0.5,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"130","4","34.03359","-117.35598","9/20/16",29,0.5,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"131","4","34.03359","-117.35598","9/20/16",21,0.12,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"132","4","34.03359","-117.35598","9/20/16",21,0.12,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"133","4","34.03359","-117.35598","9/20/16",11,-0.08,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"134","4","34.03359","-117.35598","9/20/16",11,-0.08,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"135","4","34.03359","-117.35598","9/20/16",43,0.71,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"136","4","34.03359","-117.35598","9/20/16",43,0.71,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"137","4","34.03359","-117.35598","9/20/16",5,-0.05,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"138","4","34.03359","-117.35598","9/20/16",5,-0.05,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"139","4","34.03359","-117.35598","9/20/16",29,0.09,"34.03359_-117.35598","SantaAnaSucker",0,2016,"Wulff_etal"
"140","4","34.03359","-117.35598","9/20/16",29,0.09,"34.03359_-117.35598","ArroyoChub",0,2016,"Wulff_etal"
"141","4","34.03364","-117.35601","9/20/16",32,1.72,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"142","4","34.03364","-117.35601","9/20/16",32,1.72,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"143","4","34.03364","-117.35601","9/20/16",35,1.48,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"144","4","34.03364","-117.35601","9/20/16",35,1.48,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"145","4","34.03364","-117.35601","9/20/16",26,1.17,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"146","4","34.03364","-117.35601","9/20/16",26,1.17,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"147","4","34.03364","-117.35601","9/20/16",21,1.04,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"148","4","34.03364","-117.35601","9/20/16",21,1.04,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"149","4","34.03364","-117.35601","9/20/16",12,0.88,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"150","4","34.03364","-117.35601","9/20/16",12,0.88,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"151","4","34.03364","-117.35601","9/20/16",12,0.53,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"152","4","34.03364","-117.35601","9/20/16",12,0.53,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"153","4","34.03364","-117.35601","9/20/16",8,0.49,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"154","4","34.03364","-117.35601","9/20/16",8,0.49,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"155","4","34.03364","-117.35601","9/20/16",2,0,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"156","4","34.03364","-117.35601","9/20/16",2,0,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"157","4","34.03364","-117.35601","9/20/16",17,0.27,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"158","4","34.03364","-117.35601","9/20/16",17,0.27,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"159","4","34.03364","-117.35601","9/20/16",20,1.23,"34.03364_-117.35601","SantaAnaSucker",0,2016,"Wulff_etal"
"160","4","34.03364","-117.35601","9/20/16",20,1.23,"34.03364_-117.35601","ArroyoChub",0,2016,"Wulff_etal"
"161","4","34.03375","-117.35606","9/20/16",16,0.48,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"162","4","34.03375","-117.35606","9/20/16",16,0.48,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"163","4","34.03375","-117.35606","9/20/16",8,0.68,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"164","4","34.03375","-117.35606","9/20/16",8,0.68,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"165","4","34.03375","-117.35606","9/20/16",16,0.91,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"166","4","34.03375","-117.35606","9/20/16",16,0.91,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"167","4","34.03375","-117.35606","9/20/16",10,0.37,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"168","4","34.03375","-117.35606","9/20/16",10,0.37,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"169","4","34.03375","-117.35606","9/20/16",14,0.45,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"170","4","34.03375","-117.35606","9/20/16",14,0.45,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"171","4","34.03375","-117.35606","9/20/16",12,0.36,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"172","4","34.03375","-117.35606","9/20/16",12,0.36,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"173","4","34.03375","-117.35606","9/20/16",12,0.12,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"174","4","34.03375","-117.35606","9/20/16",12,0.12,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"175","4","34.03375","-117.35606","9/20/16",4,0,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"176","4","34.03375","-117.35606","9/20/16",4,0,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"177","4","34.03375","-117.35606","9/20/16",30,1.11,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"178","4","34.03375","-117.35606","9/20/16",30,1.11,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"179","4","34.03375","-117.35606","9/20/16",8,-0.07,"34.03375_-117.35606","SantaAnaSucker",0,2016,"Wulff_etal"
"180","4","34.03375","-117.35606","9/20/16",8,-0.07,"34.03375_-117.35606","ArroyoChub",0,2016,"Wulff_etal"
"181","4","34.03382","-117.35618","9/20/16",6,0.09,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"182","4","34.03382","-117.35618","9/20/16",6,0.09,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"183","4","34.03382","-117.35618","9/20/16",6,0.14,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"184","4","34.03382","-117.35618","9/20/16",6,0.14,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"185","4","34.03382","-117.35618","9/20/16",5,-0.05,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"186","4","34.03382","-117.35618","9/20/16",5,-0.05,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"187","4","34.03382","-117.35618","9/20/16",8,0.27,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"188","4","34.03382","-117.35618","9/20/16",8,0.27,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"189","4","34.03382","-117.35618","9/20/16",9,0.19,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"190","4","34.03382","-117.35618","9/20/16",9,0.19,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"191","4","34.03382","-117.35618","9/20/16",14,0.44,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"192","4","34.03382","-117.35618","9/20/16",14,0.44,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"193","4","34.03382","-117.35618","9/20/16",18,0.6,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"194","4","34.03382","-117.35618","9/20/16",18,0.6,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"195","4","34.03382","-117.35618","9/20/16",11,0.38,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"196","4","34.03382","-117.35618","9/20/16",11,0.38,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"197","4","34.03382","-117.35618","9/20/16",4,-0.03,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"198","4","34.03382","-117.35618","9/20/16",4,-0.03,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"199","4","34.03382","-117.35618","9/20/16",30,0.51,"34.03382_-117.35618","SantaAnaSucker",0,2016,"Wulff_etal"
"200","4","34.03382","-117.35618","9/20/16",30,0.51,"34.03382_-117.35618","ArroyoChub",0,2016,"Wulff_etal"
"201","4","34.03397","-117.35609","9/20/16",2,0,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"202","4","34.03397","-117.35609","9/20/16",2,0,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"203","4","34.03397","-117.35609","9/20/16",16,0.48,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"204","4","34.03397","-117.35609","9/20/16",16,0.48,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"205","4","34.03397","-117.35609","9/20/16",12,0.38,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"206","4","34.03397","-117.35609","9/20/16",12,0.38,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"207","4","34.03397","-117.35609","9/20/16",12,0.55,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"208","4","34.03397","-117.35609","9/20/16",12,0.55,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"209","4","34.03397","-117.35609","9/20/16",13,0.63,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"210","4","34.03397","-117.35609","9/20/16",13,0.63,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"211","4","34.03397","-117.35609","9/20/16",15,0.57,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"212","4","34.03397","-117.35609","9/20/16",15,0.57,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"213","4","34.03397","-117.35609","9/20/16",12,0.49,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"214","4","34.03397","-117.35609","9/20/16",12,0.49,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"215","4","34.03397","-117.35609","9/20/16",10,0.04,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
"216","4","34.03397","-117.35609","9/20/16",10,0.04,"34.03397_-117.35609","ArroyoChub",0,2016,"Wulff_etal"
"217","4","34.03397","-117.35609","9/20/16",27,0.64,"34.03397_-117.35609","SantaAnaSucker",0,2016,"Wulff_etal"
